Stock Name,Symbol,Industry_O,Industry,Market Cap(Rs. Cr.),Exchange,Last Price,LTPP,LTP,Volume,Chng%,Chg%,Change,TTM Statement,Period Ending,Total Debt(Rs. Cr.),Enterprise Value(Rs. Cr.),TTM Ending (Results),Net Sales (Rs. Cr.),Profit After Tax (Rs. Cr.),TTM Ending (Valuation),Price Earning Ratio  (TTM),Price Earning Ratio(TTM),PEG Ratio,Price To Book Value(TTM),Statement,Year Ending,Debt Equity Ratio,Return On Equity(%),Return On Capital Employed(%),52w_high_csv,52w_high,52w_low_csv,52w_low,EPS,,Symbol with Comma for External Upload,EPS_csv,EPS
Lakshmi Engineering And Warehousing Ltd.,LAKSHMIEW,Logistics,Logistics,161.64,BSE,0,2424,2424,0,0.29,0.29,0,1,2024-09,6.76,158.9,2024-09,13.88,1.82,2024-09,88.62,88.62,8.22,7.45,1,2024-03,0.23,11.07,14.69,0,0,0,0,0,,"517397,",1,
Lancer Container Lines Ltd.,LANCER,Logistics,Logistics,893.3,BSE,0,37.09,37.09,0,-1.15,-1.15,0,2,2024-9,102.14,995.45,2024-09,677.36,57.93,2024-09,15.7,15.7,,1.96,2,2024-03,0.28,20.01,16.88,0,0,0,0,0,,,1,
Orient Green Power Company Ltd.,GREENPOWER,Power Generation/Distribution,Power Generation/Distribution,1987.12,NSE,9.3,17.03,9.3,2581978,0.59,-2.62,-0.25,2,2024-09,586.03,2386.28,2024-09,257.48,26.57,2024-09,61.24,15.97,2.85,1.89,2,2024-03,0.94,5.85,7.62,0,15.81,0,8.69,0.58,,,1,
Orient Paper & Industries Ltd.,ORIENTPPR,Paper & Paper Products,Paper & Paper Products,785.3,NSE,15.95,37.36,15.95,336172,1.03,-3.92,-0.65,1,2024-09,321.54,1101.8,2024-09,892.15,-35.71,2024-09,0,0,0,0.46,1,2024-03,0.2,0.4,2.29,0,31.5,0,15.66,-1.7,,"PREMIERPOL,",1,
Orient Press Ltd.,ORIENTLTD,Plastic Products,Plastic Products,111.8,NSE,58.56,113.31,58.56,3112,1.69,-6.91,-4.35,1,2024-09,57.85,166.51,2024-09,164.57,-1.1,2024-09,0,0,,1.68,1,2024-03,0.94,-1.55,3.97,0,110.4,0,57.66,-1.99,,,1,
Orient Technologies Ltd.,ORIENTTECH,Trading,Trading,2039.2,NSE,266,537.85,266,159923,9.78,-1.32,-3.55,1,2024-09,3.11,1932.83,,,,2024-03,49.2,51.59,,6.63,1,2024-03,0.03,27.26,35.4,0,466.73,0,254,5.15,,"532373,",1,
Oriental Aromatics Ltd.,OAL,Chemicals,Chemicals,1405.04,NSE,244.8,444,244.8,22711,6.5,-1.59,-3.95,2,2024-09,248.71,1634.71,2024-09,866.42,38.49,2024-09,36.51,1100.72,-1.17,2.14,2,2024-03,0.32,1.45,4.07,0,432,0,240.1,0.22,,"BODALCHEM,",1,
Oriental Carbon & Chemicals Ltd.,OCCL,Chemicals,Chemicals,229.32,NSE,0,231.5,231.5,0,1.33,1.33,0,2,2024-09,3.45,221.87,2024-09,278.24,24.67,2024-09,7.94,7.94,-0.86,0.87,2,2024-03,0.21,8,10.14,0,0,0,0,0,,"BTML,",1,
Oriental Hotels Ltd.,ORIENTHOT,"Hotel, Resort & Restaurants","Hotel, Resort & Restaurants",3245.15,NSE,90.88,182.82,90.88,101774,0.69,-1.66,-1.53,2,2024-09,179.11,3414.86,2024-09,394.81,43.39,2024-09,76.81,29.58,1.73,5.05,2,2024-03,0.27,8.65,11.27,0,168.99,0,80,3.07,,"531338,",1,
Oriental Trimex Ltd.,ORIENTALTL,Ceramics/Marble/Granite/Sanitaryware,Ceramics/Marble/Granite/Sanitaryware,72.18,NSE,5.17,9.74,5.17,88365,-0.51,-3.18,-0.17,1,2024-09,6.46,77.53,2024-09,5.7,-8.4,2024-09,0,5.92,,1.11,1,2024-03,0.85,-17.61,-7.75,0,17.6,0,5,0.87,,"524602,",TRUE,
Sanco Trans Ltd.,SANCTRN,Logistics,Logistics,144.01,BSE,0,816.05,816.05,0,2,2,0,1,2024-09,7.18,151.05,2024-09,98.32,1.36,2024-09,106.28,106.28,2.77,1.36,1,2024-03,0.11,1.1,2.6,0,0,0,0,0,,"531726,",1,
Orissa Bengal Carrier Ltd.,OBCL,Logistics,Logistics,119.27,NSE,57.5,56.8,57.5,15483,-0.02,0.88,0.5,1,2024-09,39.61,156.99,2024-09,313.3,1.82,2024-09,65.42,65.42,-3.43,1.3,1,2024-03,0.15,4.21,7.09,0,64.84,0,49.56,-1.22,,"PANAMAPET,",1,
Shreeji Translogistics Ltd.,STL,Logistics,Logistics,125.44,BSE,0,18.11,18.11,0,0.89,0.89,0,2,2024-09,30.68,156.12,2024-09,248.52,8.2,2024-09,15.06,15.06,0.45,2.16,2,2024-03,0.82,32.6,27.43,0,0,0,0,0,,"531280,",1,
Ortel Communications Ltd.,ORTEL,TV Broadcasting & Software Production,TV Broadcasting & Software Production,7.39,NSE,1.8,2.11,1.8,19101,,2.27,0.04,1,2021-03,229.82,233.14,2021-06,60.26,-28.81,2021-06,0,0,,,1,2021-03,-2.96,0,-13.46,0,2.34,0,1.15,0,,"WEL,",1,
Ortin Global Ltd.,ORTINGLOBE,Pharmaceuticals & Drugs,Pharmaceuticals & Drugs,14.55,NSE,15.76,18,15.76,1755,-0.39,-1.5,-0.24,1,2024-09,0.2,14.3,2024-09,0.71,-7.51,2024-09,0,0,,6.48,1,2024-03,0.64,-117.48,-60.11,0,19.9,0,9.64,-1.11,,"REFRACTORY,",1,
Osel Devices Ltd.,OSELDEVICE,Medical Equipment/Supplies/Accessories,Medical Equipment/Supplies/Accessories,501.3,NSE,0,325,325,0,4.57,4.57,0,1,2024-03,25.45,521.97,,,,2024-03,38.41,38.41,,5.11,1,2024-03,1,69.37,54.36,0,0,0,0,0,,"543798,",1,
OSIA Hyper Retail Ltd.,OSIAHYPER,Retailing,Retailing,399.64,NSE,5.25,30.62,5.25,4116615,2,-4.89,-0.27,1,2024-09,147.89,547.53,2024-09,1347.52,19.76,2024-09,20.22,5.11,1.18,1.9,1,2024-03,0.62,11.73,22.46,0,33.08,0,5.25,1.03,,"SRPL,",1,
Oswal Agro Mills Ltd.,OSWALAGRO,Trading,Trading,932.93,NSE,42.29,69.53,42.29,27967,0.04,-3.8,-1.68,2,2024-09,,894.05,2024-09,1.87,2.68,2024-09,136.97,6.57,-4.64,1.11,2,2024-03,0,0.21,0.48,0,110.8,0,39.57,6.47,,"514302,",1,
Tiger Logistics (India) Ltd.,TIGERLOGS,Logistics,Logistics,763.55,BSE,0,71.55,71.55,85234,-0.93,-5.16,-1.38,1,2024-09,34.13,797.68,2024-09,406,19.87,2024-09,38.43,10.37,2.5,6.18,1,2024-03,0.11,12.44,16.76,0,0,0,0,2.44,,"PAR,",1,
Oswal Greentech Ltd.,OSWALGREEN,Finance - Investment,Finance - Investment,1228.58,NSE,24.37,48.15,24.37,63673,0.4,-3.87,-0.98,1,2024-09,9.21,2024-09,133.41,-4.01,0.49,1,2024-03,15.37,0,0.26,0.45,"OSWALGREEN,",,,,0,50.9,0,23.11,1.47,,,1,
Page Industries Ltd.,PAGEIND,Textile,Textile,53754.48,NSE,31240,48338.65,31240,10216,0.39,-1.4,-445,1,2024-09,,53158.1,2024-09,4747.91,621.04,2024-09,86.56,46.55,11.33,36.08,1,2024-03,0,38.36,49.84,0,50590,0,29805,671.61,,"TCPLPACK,",1,
Paisalo Digital Ltd.,PAISALO,Finance - NBFC,Finance - NBFC,4406.7,NSE,32.98,49.31,32.98,1369884,0.51,-4.21,-1.45,2,2024-09,184.48,2024-09,23.89,0.92,3.11,2,2024-03,14.12,2,14.4,14.09,"PAISALO,",,,,0,41.7,0,29.38,2.34,,"KDL,",1,
Pakka Ltd.,PAKKA,Paper & Paper Products,Paper & Paper Products,1465.83,NSE,82.96,328.3,82.96,129105,0.26,-4.46,-3.87,2,2024-09,161.76,1578.48,2024-09,401.79,43.41,2024-09,33.76,72.02,,3.44,2,2024-03,0.73,19.15,20.53,0,226.78,0,74.12,1.15,,"PRLIND,",1,
Afcom Holdings Ltd.,AFCOM,Logistics,Logistics,2522.19,BSE,0,1065.35,1065.35,0,5,5,0,1,2024-09,11.06,2533.25,,,,2024-03,99.14,99.14,,14.24,1,2024-03,0.18,28.82,37.09,0,0,0,0,0,,"PARAMATRIX,",1,
Palash Securities Ltd.,PALASHSECU,Finance - Investment,Finance - Investment,166.05,NSE,84.71,167.97,84.71,2622,0.9,-1.19,-1.02,2,2024-09,-14.49,2024-09,0,,0.28,2,2024-03,6.67,0.07,-3.88,-2.72,"PALASHSECU,",,,,0,142,0,82.4,12.7,,"531889,",1,
Palred Technologies Ltd.,PALREDTEC,IT - Software,IT - Software,98.47,NSE,29.5,80.55,29.5,35059,0.64,-0.74,-0.22,2,2024-09,66.89,111.27,2024-09,89.1,-7.49,2024-09,0,0,0,1.82,2,2024-03,1.13,-8.78,1.35,0,73.6,0,28,-6.8,,"513566,",1,
Panacea Biotec Ltd.,PANACEABIO,Pharmaceuticals & Drugs,Pharmaceuticals & Drugs,2630.11,NSE,331.65,427.3,331.65,26684,-0.28,-2.73,-9.3,2,2024-09,21.57,2511.25,2024-09,550.03,-15.36,2024-09,0,0,0,3.16,2,2024-03,0.02,-0.18,0.59,0,581.9,0,305.05,-1.27,,,1,
Rapid Multimodal Logistics Ltd.,RAPID,Logistics,Logistics,24.01,BSE,0,63,63,0,,,0,1,2024-09,0.78,24.79,,,,2024-03,13.4,13.4,,1.82,1,2024-03,0.43,46.42,44.79,0,0,0,0,0,,"PSFL,",1,
Panache Digilife Ltd.,PANACHE,IT - Hardware,IT - Hardware,415.5,NSE,319.2,272.85,319.2,970,0,-1.18,-3.8,2,2024-09,12.85,422.23,2024-09,105.22,0.99,2024-09,138.82,55.71,14.52,11.36,2,2024-03,1,-1.85,6.26,0,472.15,0,171.85,5.73,,,1,
Panama Petrochem Ltd.,PANAMAPET,Lubricants,Lubricants,2246.13,NSE,261.8,372.8,261.8,18327,0.66,-4.16,-11.35,2,2024-09,,2157.69,2024-09,2622.49,196.6,2024-09,11.42,8.53,0.38,1.91,2,2024-03,0.02,18.99,24.87,0,403.9,0,250,30.69,,"542694,",1,
Pansari Developers Ltd.,PANSARI,Construction - Real Estate,Construction - Real Estate,338.5,NSE,283,198.4,283,26641,2.26,2.58,7.05,2,2024-09,60.14,398.64,2024-09,59.54,5.41,2024-09,62.5,29.01,2.87,2.63,2,2024-03,0.68,4.2,5.09,0,352.3,0,150.55,9.76,,"COALINDIA,",1,
Par Drugs And Chemicals Ltd.,PAR,Chemicals,Chemicals,268.23,NSE,88.5,216.58,88.5,230,-0.65,-0.62,-0.09,1,2024-09,,268.23,2024-9,104.08,18.27,2024-9,14.68,14.68,0.35,2.77,1,2024-03,0,18.49,25.02,0,122.43,0,81.01,-2.09,,"BOHRAIND,",1,
Paradeep Phosphates Ltd.,PARADEEP,Fertilizers,Fertilizers,9321.93,NSE,113.15,117.6,113.15,2921176,2.93,-2.52,-2.93,2,2024-09,4327.72,13107.76,2024-09,11059.04,363.01,2024-09,25.65,10.26,,2.48,2,2024-03,1.12,2.83,6.46,0,234.39,0,90.1,11.03,,"531968,",1,
Parag Milk Foods Ltd.,PARAGMILK,Consumer Food,Consumer Food,2250.83,NSE,193.71,191.46,193.71,486126,1.62,-3.98,-8.03,2,2024-09,613.14,2847.2,2024-09,3220.2,100.49,2024-09,22.4,19.08,-4.01,2.34,2,2024-03,0.67,10.56,11.1,0,376.95,0,142,10.15,,"526971,",1,
Paragon Fine And Speciality Chemical Ltd.,PARAGON,Chemicals,Chemicals,183.92,NSE,0,94,94,0,0,0,0,1,2024-09,6.25,190.17,2024-03,121.33,14.31,2024-03,12.85,12.85,,2.2,1,2024-03,0.1,27.06,28.98,0,0,0,0,0,,"BCLIND,",TRUE,
Paramatrix Technologies Ltd.,PARAMATRIX,IT - Software,IT - Software,111.06,NSE,0,96.5,96.5,0,,,0,1,2024-09,,111.06,2024-03,20.45,3.41,2024-03,32.56,32.56,,2.96,2,2024-03,0,13.71,17.51,0,0,0,0,0,,"JAIPURKURT,",1,
Paramount Communications Ltd.,PARACABLES,Cable,Cable,2586.76,NSE,34.7,85.25,34.7,443057,0.27,-1,-0.35,2,2024-09,15.08,2577.76,2024-09,1284.57,97.15,2024-09,26.63,18.26,1.11,3.83,2,2024-03,0.16,19.61,14.9,0,62.75,0,30.86,1.9,,"ASTRAMICRO,",TRUE,
Paramount Dye Tec Ltd.,PARAMOUNT,Textile,Textile,58.7,NSE,0,84.9,84.9,0,0.41,0.41,0,1,2024-09,17.08,66.29,,,,0,,,,0.9,1,2024-03,0.54,11.68,11.03,0,0,0,0,0,,"544214,",1,
Amkay Products Ltd.,AMKAY,Medical Equipment/Supplies/Accessories,Medical Equipment/Supplies/Accessories,54.05,BSE,0,62.25,62.25,0,,,0,1,2024-09,2.76,56.81,2024-03,31.07,2.63,2024-03,20.55,20.55,,2.39,1,2024-03,0.55,29.65,28.84,0,0,0,0,0,,"PARTYCRUS,",1,
Hemant Surgical Industries Ltd.,HSIL,Medical Equipment/Supplies/Accessories,Medical Equipment/Supplies/Accessories,132.64,BSE,0,126,126,0,-0.83,-0.83,0,1,2024-09,14.45,147.09,2024-03,105.61,9.8,2024-03,13.54,13.54,,2.42,1,2024-03,0.12,25.06,29.87,0,0,0,0,0,,"541347,",1,
Paramount Speciality Forgings Ltd.,PSFL,Forgings,Forgings,135.81,NSE,0,68,68,0,-1.45,-1.45,0,1,2024-09,25.95,161.75,,,,0,,,,2.49,1,2024-03,1.09,31.65,25.47,0,0,0,0,0,,"MWL,",1,
Paras Defence And Space Technologies Ltd.,PARAS,Defence,Defence,4060.39,NSE,634.7,1017,634.7,380849,0.98,-2.96,-19.35,2,2024-09,67.82,4110.28,2024-09,314.53,42.25,2024-09,89.55,69.61,,7.17,2,2024-03,0.16,7.76,11.34,0,972.5,0,410.65,9.11,,"DODLA,",1,
GKB Ophthalmics Ltd.,GKB,Medical Equipment/Supplies/Accessories,Medical Equipment/Supplies/Accessories,48.93,BSE,0,99.85,99.85,0,2.85,2.85,0,2,2024-09,12.34,44.08,2024-09,97.76,-3.55,2024-09,0,0,,0.84,2,2024-03,0.19,-4.87,-1.2,0,0,0,0,0,,"PASUPTAC,",1,
Kretto Syscon Ltd.,KRETTOSYS,Medical Equipment/Supplies/Accessories,Medical Equipment/Supplies/Accessories,74.64,BSE,0,1.17,1.17,0,-1.68,-1.68,0,1,2024-09,1.01,75.29,2024-09,6.86,4.89,2024-09,15.27,15.27,2.23,1.09,1,2024-03,0.06,1.53,2.07,0,0,0,0,0,,,1,
Paras Petrofils Ltd.,PARASPETRO,Textile - Manmade Fibres,Textile - Manmade Fibres,107.28,NSE,2.26,3.32,2.26,211838,3.11,4.63,0.1,1,2024-09,,107.25,2024-09,0,-0.37,2024-09,0,545.89,,6.16,1,2024-03,0,-1.98,-1.64,0,3.23,0,1.53,0,,"539040,",1,
Parin Enterprises Ltd.,PARIN,Household & Personal Products,Household & Personal Products,428.04,NSE,0,385,385,0,,,0,1,2024-09,43.8,471.84,2024-03,79.26,2.01,2024-03,213.29,213.29,-19.25,8.55,2,2024-03,0.78,4.01,7.23,0,0,0,0,0,,"MMTC,",1,
Prevest Denpro Ltd.,PREVEST,Medical Equipment/Supplies/Accessories,Medical Equipment/Supplies/Accessories,708.18,BSE,0,597.9,597.9,0,1.34,1.34,0,2,2024-09,,708.18,2024-09,59.49,16.9,2024-09,41.91,41.91,,7.38,2,2024-03,0,18.21,24.42,0,0,0,0,0,,"PATINTLOG,",1,
Raaj Medisafe India Ltd.,RAAJMEDI,Medical Equipment/Supplies/Accessories,Medical Equipment/Supplies/Accessories,108.15,BSE,0,80.1,80.1,0,-2.14,-2.14,0,1,2024-09,28.12,136.11,2024-09,44.96,3.27,2024-09,33.11,33.11,1.08,4.81,1,2024-03,2.39,36.32,19.58,0,0,0,0,0,,"517417,",1,
Shree Pacetronix Ltd.,SHREEPAC,Medical Equipment/Supplies/Accessories,Medical Equipment/Supplies/Accessories,44.99,BSE,0,125.1,125.1,0,0.08,0.08,0,2,2024-09,6.06,49.91,2024-09,19.84,2.24,2024-09,20.14,20.14,0.23,3.35,2,2024-03,0.33,29.58,34.76,0,0,0,0,0,,"524031,",1,
Parsvnath Developers Ltd.,PARSVNATH,Construction - Real Estate,Construction - Real Estate,1041.39,NSE,6.64,23.58,6.64,1019496,-2.04,-2.35,-0.16,2,2024-09,2648.61,3616.13,2024-09,429.88,-552.78,2024-09,0,0,0,-0.54,2,2024-03,-1.68,0,-2.9,0,27.39,0,6.02,-10.19,,"COASTCORP,",1,
Bloom Industries Ltd.,BLOIN,Metal - Ferrous,Metal - Ferrous,25.9,BSE,0,42,42,0,-2.78,-2.78,0,1,2024-09,4.94,30.84,2024-09,29.53,0.65,2024-09,39.67,39.67,1.15,3.01,1,2024-03,0.77,6.56,10.24,0,0,0,0,0,,"540903,",1,
MFS Intercorp Ltd.,MFSINTRCRP,Metal - Ferrous,Metal - Ferrous,8.14,BSE,0,18.45,18.45,0,-1.97,-1.97,0,1,2024-09,,8.14,2024-09,0.16,-0.01,2024-09,0,0,,11.52,1,2024-03,0,-2.77,-2.77,0,0,0,0,0,,"514326,",1,
National Standard (India) Ltd.,NATIONSTD,Metal - Ferrous,Metal - Ferrous,8623.1,BSE,0,4387.35,4387.35,0,1.76,1.76,0,1,2024-09,,8623.1,2024-09,24.23,16.58,2024-09,520,520,20.5,32.35,1,2024-03,0,5.85,7.92,0,0,0,0,0,,"PATTECH,",1,
Party Cruisers Ltd.,PARTYCRUS,Professional Services,Professional Services,151.15,NSE,0,132,132,0,-1.86,-1.86,0,1,2024-09,6.24,157.39,2024-03,60.79,6.22,2024-03,24.3,24.3,,5.22,2,2024-03,0.04,24.22,30.15,0,0,0,0,0,,,1,
Sharda Ispat Ltd.,SHRDAIS,Metal - Ferrous,Metal - Ferrous,151.26,BSE,0,307.7,307.7,0,3.27,3.27,0,1,2024-09,26.29,176.76,2024-09,191.19,11.18,2024-09,13.53,13.53,0.87,2.74,1,2024-03,0.41,31.57,31.75,0,0,0,0,0,,"532742,",1,
Pashupati Cotspin Ltd.,PASHUPATI,Textile - Spinning,Textile - Spinning,850.76,NSE,987,564.45,987,981,4.72,-0.07,-0.65,1,2024-09,116.33,967.08,2024-03,658.38,8.3,2024-03,102.45,102.45,,5.87,2,2024-03,1.27,7.22,10.18,0,1035.05,0,661,0,,"544303,",1,
Pasupati Acrylon Ltd.,PASUPTAC,Textile - Manmade Fibres,Textile - Manmade Fibres,385.95,NSE,44.84,44.37,44.84,68391,2,-3.28,-1.52,1,2024-09,101.58,458.48,2024-09,612.07,35.58,2024-09,10.85,7.27,-0.8,1.13,1,2024-03,0.13,4.09,6.09,0,63.5,0,40.1,6.17,,"539985,",1,
Patanjali Foods Ltd.,PATANJALI,Edible Oil,Edible Oil,66668.59,NSE,475.75,1846.95,475.75,659905,0.48,-2.75,-13.5,2,2024-09,1115.57,67198.02,2019-03,12729.23,-87.97,2019-03,0,31.43,0,,1,2024-03,0.1,7.64,11.15,0,670.33,0,475.55,15.14,,"EMSLIMITED,",1,
Siyaram Recycling Industries Ltd.,SIYARAM,Metal - Non Ferrous,Metal - Non Ferrous,359.32,BSE,0,140.1,140.1,0,-3.38,-3.38,0,1,2024-09,70.94,430.27,2024-03,412.99,7.52,2024-03,47.77,47.77,,3.19,1,2024-03,0.8,12.46,13.69,0,0,0,0,0,,"514087,",1,
B.C. Power Controls Ltd.,BCP,Metal - Non Ferrous,Metal - Non Ferrous,29.87,BSE,0,4.21,4.21,0,-1.64,-1.64,0,1,2024-09,5.1,34.98,2024-09,88.88,-1.28,2024-09,0,0,0,0.72,1,2024-03,0.02,1.78,4.89,0,0,0,0,0,,"PCJEWELLER,",1,
Baroda Extrusion Ltd.,BAROEXT,Metal - Non Ferrous,Metal - Non Ferrous,137.57,BSE,0,9.41,9.41,0,1.95,1.95,0,1,2024-09,58.38,195.95,2024-09,131.21,-1.24,2024-09,0,0,0,-3.51,1,2024-03,-1.51,0,-6.18,0,0,0,0,0,,"PCBL,",1,
Patel Engineering Ltd.,PATELENG,Engineering - Construction,Engineering - Construction,4460.84,NSE,24.7,52.74,24.7,6933986,-0.21,-1.08,-0.27,2,2024-09,1437.69,5898.53,2024-09,4680.17,330.75,2024-09,13.22,8.66,0.61,1.25,2,2024-03,0.61,10.25,16.13,0,46.96,0,23.33,2.85,,"GOYALALUM,",1,
Patel Integrated Logistics Ltd.,PATINTLOG,Logistics,Logistics,157.75,NSE,9.66,22.7,9.66,24574,0.22,0.62,0.06,1,2024-09,13.8,157.18,2024-09,328.99,6.72,2024-09,23.48,8.13,-8.96,1.26,1,2024-03,0.2,4.67,5.65,0,18.51,0,9.25,1.19,,"508941,",1,
Bonlon Industries Ltd.,BONLON,Metal - Non Ferrous,Metal - Non Ferrous,49.61,BSE,0,35.27,35.27,13712,0.83,0.3,0.12,1,2024-09,19.83,67.55,2024-09,549.91,2.83,2024-09,17.52,26.72,-5.96,0.62,1,2024-03,0.38,3,4.57,0,0,0,0,1.5,,"PROPEQUITY,",1,
Pattech Fitwell Tube Components Ltd.,PATTECH,Forgings,Forgings,82.23,NSE,0,106,106,0,,,0,1,2024-09,19.21,101.44,2024-03,37.72,1.44,2024-03,57.06,57.06,,4.36,1,2024-03,0.62,11.86,12.27,0,0,0,0,0,,"MANALIPETC,",1,
Pavna Industries Ltd.,PAVNAIND,Engineering - Industrial Equipments,Engineering - Industrial Equipments,583.95,NSE,18.1,477,18.1,82064,0.21,-0.17,-0.03,2,2024-09,117.83,698.46,2024-09,323.88,10.6,2024-09,62.16,16.36,,6.47,2,2024-03,1.66,17.83,13.75,0,46.96,0,15.33,1.11,,"505712,",1,
PB Fintech Ltd.,POLICYBZR,Fintech,Fintech,101274.3,NSE,1465,2193.15,1465,1061600,-0.46,-4.99,-76.8,2,2024-09,,100955.8,2024-09,4138.18,209.67,2024-09,483.44,117.26,,16.58,2,2024-03,0,1.35,1.83,0,1978,0,1364,12.49,,,1,
PC Jeweller Ltd.,PCJEWELLER,Diamond & Jewellery,Diamond & Jewellery,9282.69,NSE,8.41,15.72,8.41,20507245,-1.19,-1.29,-0.11,2,2024-09,3950.2,13221.1,2024-09,994.67,15.32,2024-09,605.92,12.39,,2.3,2,2024-03,1.39,-19.06,-1.77,0,19.65,0,8.18,0.68,,"517238,",1,
PCBL Chemical Ltd.,PCBL,Carbon Black,Carbon Black,17697.33,NSE,245.4,468.6,245.4,1081302,-0.04,-4.19,-10.75,2,2024-09,4750.37,22191.01,2024-09,7892.3,500.3,2024-09,35.36,36.12,7,4.64,2,2024-03,1.48,16.16,14.48,0,444.15,0,244.1,6.79,,"ATULAUTO,",TRUE,
PDS Ltd.,PDSL,Textile,Textile,8626.34,NSE,261.9,608.75,261.9,84984,-0.45,-4.9,-13.5,2,2024-09,975.84,8738.01,2024-09,11722.3,211.15,2024-09,56.72,36.11,2.11,5.38,2,2024-03,0.84,18.9,19.16,0,466,0,259.4,7.25,,"TDPOWERSYS,",1,
Nile Ltd.,NILE,Metal - Non Ferrous,Metal - Non Ferrous,555.82,BSE,0,1842,1842,0,-0.52,-0.52,0,2,2024-09,16.99,572.8,2024-09,922.75,34.41,2024-09,16.15,16.15,0.81,2.26,2,2024-03,0.05,14.52,19.03,0,0,0,0,0,,"PENINLAND,",1,
Onix Solar Energy Ltd.,ONIXSOLAR,Metal - Non Ferrous,Metal - Non Ferrous,50.34,BSE,0,266.95,266.95,0,5,5,0,1,2024-09,,50.34,2024-09,0.4,0.63,2024-09,80.29,80.29,,12.26,1,2024-03,0,5.51,6.53,0,0,0,0,0,,"PENIND,",1,
Pocl Enterprises Ltd.,POEL,Metal - Non Ferrous,Metal - Non Ferrous,614.06,BSE,0,222,222,0,0.79,0.79,0,1,2024-09,142.03,753.31,2024-09,1300.41,27.66,2024-09,22.2,22.2,0.61,7.31,1,2024-03,1.54,29.64,24.19,0,0,0,0,0,,"PENTAGON,",1,
PE Analytics Ltd.,PROPEQUITY,Miscellaneous,Miscellaneous,298.74,NSE,0,285,285,0,,,0,1,2024-09,,298.74,2024-03,22.01,9.07,2024-03,32.94,32.94,,4.08,2,2024-03,0,16.41,22.2,0,0,0,0,0,,"PIONEEREMB,",1,
Poojawestern Metaliks Ltd.,POOJA,Metal - Non Ferrous,Metal - Non Ferrous,34.93,BSE,0,36,36,0,4.53,4.53,0,2,2024-09,20.9,55.83,2024-09,51.97,1.53,2024-09,22.87,22.87,,2.55,2,2024-03,1.48,13.8,13.02,0,0,0,0,0,,,1,
Pearl Global Industries Ltd.,PGIL,Textile,Textile,7041.17,NSE,1480,1520.1,1480,25365,-0.88,-3.71,-57.1,2,2024-09,498.47,7140.69,2024-09,3836.07,200.36,2024-09,33.38,26.45,1.24,6.62,2,2024-03,0.56,22.36,24.15,0,1993.3,0,875,55.96,,"TEAMLEASE,",1,
Pearl Polymers Ltd.,PEARLPOLY,Plastic Products,Plastic Products,66.08,NSE,16.22,38.68,16.22,4223,-1.25,-2.52,-0.42,1,2024-09,0.03,66.11,2024-09,19.21,1.61,2024-09,40.97,40.97,2.5,1.65,1,2024-03,0,1.71,0.99,0,41,0,16.2,-3.07,,"SALZERELEC,",1,
Pelatro Ltd.,PELATRO,IT - Software,IT - Software,499.73,NSE,0,490,490,0,2.04,2.04,0,1,2024-09,17.7,517.43,,,,2024-03,92.29,92.29,,5.99,2,2024-03,1.55,-16.26,3.98,0,0,0,0,0,,"ONMOBILE,",1,
Shalimar Wires Industries Ltd.,SHALIWIR,Metal - Non Ferrous,Metal - Non Ferrous,100.3,BSE,0,23.96,23.96,0,2.13,2.13,0,1,2024-09,88.64,183.44,2024-09,128.27,-0.14,2024-09,0,0,0,2.81,1,2024-03,2.59,4.37,11.34,0,0,0,0,0,,"504132,",1,
Peninsula Land Ltd.,PENINLAND,Construction - Real Estate,Construction - Real Estate,1462.22,NSE,15.13,45.55,15.13,302011,1.2,-1.62,-0.25,2,2024-09,402.89,1852.32,2024-09,350.3,59.01,2024-09,25.02,25.02,1.48,5.42,2,2024-03,1.23,101.56,33.93,0,46,0,14.95,-1.91,,"508571,",1,
Southern Magnesium & Chemicals Ltd.,SOUTHMG,Metal - Non Ferrous,Metal - Non Ferrous,80.36,BSE,0,276.8,276.8,0,3.34,3.34,0,1,2024-09,2.44,81.58,2024-09,15.41,4.86,2024-09,16.52,16.52,0.85,6.36,1,2024-03,0.25,41.32,48.49,0,0,0,0,0,,"PCCL,",1,
Pennar Industries Ltd.,PENIND,Steel & Iron Products,Steel & Iron Products,2705,NSE,140.06,197.71,140.06,495168,-1.26,-2.47,-3.55,2,2024-09,801.77,3350.35,2024-09,3048.61,107.45,2024-09,25.22,14.16,3.09,2.91,2,2024-03,0.84,11.89,16.4,0,279.9,0,133.38,9.89,,"531398,",1,
Pentagon Rubber Ltd.,PENTAGON,Rubber Products,Rubber Products,71.66,NSE,0,91,91,0,-2.1,-2.1,0,1,2024-09,29.81,101.47,2024-03,57.77,4.44,2024-03,16.13,16.13,,2.45,1,2024-03,0.83,23.46,17.62,0,0,0,0,0,,"512453,",1,
Perfect Infraengineers Ltd.,PERFECT,Engineering,Engineering,35.87,NSE,0,21.4,21.4,0,4.39,4.39,0,1,2024-03,7.79,42.19,2024-03,5.89,0.82,2024-03,43.74,43.74,1.05,1.09,1,2024-03,0.24,3.06,0.91,0,0,0,0,0,,"526727,",1,
